_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm),SampleDate
477,1585005,2014-05-22,M6C,<0.00005,2014-05-22
478,1584768,2014-05-22,M4K,0.000351,2014-05-22
479,1584659,2014-05-22,M4K,0.000387,2014-05-22
480,1584950,2014-05-22,M6H,0.00244,2014-05-22
481,1588630,2014-05-22,M4C,0.0000961,2014-05-22
482,1587050,2014-05-22,M6G,0.00869,2014-05-22
483,1585723,2014-05-22,M4B,0.000132,2014-05-22
484,1586749,2014-05-22,M9R,0.0000511,2014-05-22
485,1583547,2014-05-22,M4E,0.000136,2014-05-22
486,1584795,2014-05-22,M4G,0.0000868,2014-05-22
487,1584666,2014-05-22,M4C,0.00184,2014-05-22
488,1583927,2014-05-22,M4E,0.0000532,2014-05-22
489,1584874,2014-05-22,M6P,0.000117,2014-05-22
490,1587575,2014-05-22,M5M,0.0000683,2014-05-22
491,1585004,2014-05-22,M4S,0.000571,2014-05-22
492,1583942,2014-05-22,M4J,0.00524,2014-05-22
493,1585818,2014-05-22,M9B,0.0000582,2014-05-22
494,1584630,2014-05-22,M6J,0.00170,2014-05-22
495,1584769,2014-05-22,M6C,0.000343,2014-05-22
496,1584763,2014-05-22,M4L,0.00263,2014-05-22
497,1584709,2014-05-22,M4B,0.00985,2014-05-22
498,1584650,2014-05-22,M4J,0.0134,2014-05-22
499,1583933,2014-05-22,M4C,0.000106,2014-05-22
500,1586497,2014-05-22,M4L,0.00482,2014-05-22
501,1591604,2014-05-22,M8Z,0.0000796,2014-05-22
502,1586618,2014-05-22,M6G,0.000505,2014-05-22
503,1585453,2014-05-22,M4L,0.000382,2014-05-22
504,1586270,2014-05-22,M4E,0.00130,2014-05-22
505,1584734,2014-05-22,M6H,0.00411,2014-05-22
506,1584892,2014-05-22,M6S,0.000798,2014-05-22
507,1585538,2014-05-22,M6R,0.000128,2014-05-22
508,1585357,2014-05-22,M6S,0.00135,2014-05-22
509,1585566,2014-05-22,M9P,0.000118,2014-05-22
510,1586528,2014-05-22,M8X,0.000178,2014-05-22
511,1585718,2014-05-22,M1N,0.0105,2014-05-22
512,1584875,2014-05-22,M6P,<0.00005,2014-05-22
513,1584767,2014-05-22,M5M,0.00192,2014-05-22
514,1584958,2014-05-22,M5M,0.000480,2014-05-22
515,1585679,2014-05-22,M4C,0.0000909,2014-05-22
516,1584802,2014-05-22,M6P,<0.00005,2014-05-22
517,1584731,2014-05-22,M5N,0.000108,2014-05-22
518,1586495,2014-05-22,M6N,0.00165,2014-05-22
519,1587057,2014-05-22,M3A,0.0000790,2014-05-22
520,1584803,2014-05-22,M5S,<0.00005,2014-05-22
521,1584737,2014-05-22,M5A,0.0000638,2014-05-22
522,1587854,2014-05-22,M4C,0.00782,2014-05-22
523,1584800,2014-05-22,M6R,0.0000889,2014-05-22
524,1586776,2014-05-22,M9B,<0.00005,2014-05-22
525,1585517,2014-05-22,M4K,0.00358,2014-05-22
526,1588627,2014-05-22,M1B,0.000677,2014-05-22
527,1584595,2014-05-22,M5A,0.000115,2014-05-22
528,1586268,2014-05-22,M4P,0.000550,2014-05-22
529,1585713,2014-05-22,M4J,0.00253,2014-05-22
530,1586777,2014-05-22,M9B,<0.00005,2014-05-22
531,1586441,2014-05-22,M4C,0.0101,2014-05-22
532,1586770,2014-05-22,M3J,0.000159,2014-05-22
533,1587064,2014-05-22,M9C,0.000140,2014-05-22
534,1587869,2014-05-22,M1P,0.000134,2014-05-22
535,1585602,2014-05-22,M4S,0.00101,2014-05-22
536,1586269,2014-05-22,M4E,0.000117,2014-05-22
537,1585363,2014-05-22,M8W,0.000676,2014-05-22
538,1585518,2014-05-22,M4L,0.00659,2014-05-22
539,1584877,2014-05-22,M6G,0.000164,2014-05-22
540,1584916,2014-05-22,M6P,0.0000876,2014-05-22
541,1587893,2014-05-22,M4C,0.00168,2014-05-22
542,1586136,2014-05-22,M4J,0.00270,2014-05-22
543,1585625,2014-05-22,M8X,<0.00005,2014-05-22
544,1585537,2014-05-22,M5M,0.00525,2014-05-22
545,1585539,2014-05-22,M2R,0.000416,2014-05-22
546,1585554,2014-05-22,M4N,0.00102,2014-05-22
547,1585737,2014-05-22,M9W,<0.00005,2014-05-22
548,1587831,2014-05-22,M4C,0.00812,2014-05-22
549,1584739,2014-05-22,M4N,0.000155,2014-05-22
550,1584804,2014-05-22,M4E,0.000228,2014-05-22
551,1584885,2014-05-22,M6N,0.000119,2014-05-22
552,1586530,2014-05-22,M5S,0.000807,2014-05-22
553,1584809,2014-05-22,M6R,0.0000801,2014-05-22
554,1584914,2014-05-22,M3K,0.0000827,2014-05-22
555,1586299,2014-05-22,M4C,0.000101,2014-05-22
556,1584893,2014-05-22,M6R,0.00101,2014-05-22
557,1587924,2014-05-22,M1V,0.000492,2014-05-22
558,1585512,2014-05-22,M4L,<0.00005,2014-05-22
559,1585587,2014-05-22,M4M,0.000857,2014-05-22
560,1585728,2014-05-22,M4C,0.00322,2014-05-22
561,1584677,2014-05-22,M6P,0.0000595,2014-05-22
562,1583937,2014-05-22,M4C,0.000545,2014-05-22
563,1585634,2014-05-22,M4C,0.0000646,2014-05-22
564,1584915,2014-05-22,M5M,0.000121,2014-05-22
565,1584917,2014-05-22,M5M,0.00875,2014-05-22
566,1585014,2014-05-22,M6P,0.000245,2014-05-22
567,1585356,2014-05-22,M6M,0.00473,2014-05-22
568,1586271,2014-05-22,M1N,0.00884,2014-05-22
569,1585519,2014-05-22,M4C,0.00344,2014-05-22
570,1584891,2014-05-22,M3H,0.0000753,2014-05-22
571,1583811,2014-05-22,M4M,0.00259,2014-05-22
572,1583809,2014-05-22,M4J,0.0000776,2014-05-22
573,1584962,2014-05-22,M6R,0.000125,2014-05-22
574,1587844,2014-05-22,M4N,0.00404,2014-05-22
575,1585771,2014-05-22,M4N,0.000231,2014-05-22
576,1595380,2014-05-22,M4Y,0.000415,2014-05-22
577,1585484,2014-05-22,M4L,<0.00005,2014-05-22
578,1583890,2014-05-22,M1T,0.000452,2014-05-22
579,1588623,2014-05-22,M1P,0.000156,2014-05-22
580,1587863,2014-05-22,M1S,0.000221,2014-05-22
581,1585009,2014-05-22,M6R,0.00155,2014-05-22
582,1585010,2014-05-22,M4P,<0.00005,2014-05-22
583,1585015,2014-05-22,M4L,0.000802,2014-05-22
584,1584798,2014-05-22,M4G,0.000381,2014-05-22
585,1583940,2014-05-22,M4J,0.0000584,2014-05-22
586,1583943,2014-05-22,M4C,0.000431,2014-05-22
587,1587645,2014-05-22,M5V,0.00760,2014-05-22
588,1586483,2014-05-22,M4K,0.000223,2014-05-22
589,1585543,2014-05-22,M4C,0.0135,2014-05-22
590,1585444,2014-05-22,M4J,0.00417,2014-05-22
591,1586141,2014-05-22,M4K,0.00689,2014-05-22
592,1586543,2014-05-22,M6P,0.00314,2014-05-22
593,1584949,2014-05-22,M6S,0.000173,2014-05-22
594,1586527,2014-05-22,M5M,0.0129,2014-05-22
595,1589011,2014-05-22,M5R,0.000107,2014-05-22
596,1584973,2014-05-22,M4J,0.0112,2014-05-22
597,1587044,2014-05-22,M8V,0.0000791,2014-05-22
598,1587622,2014-05-22,M2N,0.0000645,2014-05-22
599,1587385,2014-05-22,M5R,0.0000809,2014-05-22
600,1585811,2014-05-22,M6S,0.0000907,2014-05-22
601,1585748,2014-05-22,M4N,0.000234,2014-05-22
602,1585514,2014-05-22,M4C,0.000690,2014-05-22
603,1583920,2014-05-22,M4B,0.00142,2014-05-22
604,1585809,2014-05-22,M3H,0.000135,2014-05-22
605,1584910,2014-05-22,M6G,0.00147,2014-05-22
606,1585007,2014-05-22,M4E,0.000142,2014-05-22
607,1584793,2014-05-22,M4R,0.00428,2014-05-22
608,1584796,2014-05-22,M6C,0.00136,2014-05-22
609,1585013,2014-05-22,M4S,0.000172,2014-05-22
610,1585574,2014-05-22,M4N,<0.00005,2014-05-22
611,1586272,2014-05-22,M4M,0.00428,2014-05-22
612,1585726,2014-05-22,M4N,0.0000684,2014-05-22
613,1586758,2014-05-22,M6R,0.0000733,2014-05-22
614,1586652,2014-05-22,M6P,0.0117,2014-05-22
615,1585536,2014-05-22,M4R,0.000101,2014-05-22
616,1587155,2014-05-22,M6R,0.000126,2014-05-22
617,1587654,2014-05-22,M4B,0.00425,2014-05-22
618,1585781,2014-05-22,M6E,0.00500,2014-05-22
619,1587995,2014-05-22,M4J,<0.00005,2014-05-22
620,1586620,2014-05-22,M4M,0.000108,2014-05-22
621,1584959,2014-05-22,M4E,0.00105,2014-05-22
622,1586273,2014-05-22,M4J,<0.00005,2014-05-22
623,1584887,2014-05-22,M6S,<0.00005,2014-05-22
624,1587994,2014-05-23,M4J,0.000346,2014-05-23
625,1586140,2014-05-23,M4J,0.000207,2014-05-23
626,1587993,2014-05-23,M4L,0.00227,2014-05-23
627,1587263,2014-05-23,M6R,0.000507,2014-05-23
628,1589073,2014-05-23,M4E,0.00382,2014-05-23
629,1585715,2014-05-23,M5M,0.00392,2014-05-23
630,1588891,2014-05-23,M9C,<0.00005,2014-05-23
631,1587065,2014-05-23,M6R,0.000170,2014-05-23
632,1585449,2014-05-23,M4E,0.0000975,2014-05-23
633,1587880,2014-05-23,M1H,<0.00005,2014-05-23
634,1587283,2014-05-23,M6G,0.00177,2014-05-23
635,1584967,2014-05-23,M4E,0.000755,2014-05-23
636,1587055,2014-05-23,M6P,0.000321,2014-05-23
637,1585549,2014-05-23,M8Y,<0.00005,2014-05-23
638,1587233,2014-05-23,M6S,0.00195,2014-05-23
639,1586706,2014-05-23,M1L,0.000147,2014-05-23
640,1587272,2014-05-23,M6R,0.00570,2014-05-23
641,1587255,2014-05-23,M9B,<0.00005,2014-05-23
642,1587175,2014-05-23,M9B,0.0000568,2014-05-23
643,1587916,2014-05-23,M4L,0.00764,2014-05-23
644,1587071,2014-05-23,M8X,0.000103,2014-05-23
645,1588990,2014-05-23,M4L,0.000931,2014-05-23
646,1586587,2014-05-23,M6P,0.00722,2014-05-23
647,1587052,2014-05-23,M6P,0.000143,2014-05-23
648,1585707,2014-05-23,M5N,0.00312,2014-05-23
649,1587240,2014-05-23,M6R,0.0000575,2014-05-23
650,1587988,2014-05-23,M6P,<0.00005,2014-05-23
651,1587167,2014-05-23,M4K,0.0000709,2014-05-23
652,1586277,2014-05-23,M4C,0.000242,2014-05-23
653,1586780,2014-05-23,M6P,0.00350,2014-05-23
654,1587361,2014-05-23,M6E,<0.00005,2014-05-23
655,1587842,2014-05-23,M4C,0.00707,2014-05-23
656,1587825,2014-05-23,M4J,0.0000788,2014-05-23
657,1585591,2014-05-23,M4J,0.000165,2014-05-23
658,1585732,2014-05-23,M4L,0.00157,2014-05-23
659,1585816,2014-05-23,M8Y,0.0000549,2014-05-23
660,1587923,2014-05-23,M4C,<0.00005,2014-05-23
661,1585487,2014-05-23,M4C,0.0000678,2014-05-23
662,1586589,2014-05-23,M6H,0.000795,2014-05-23
663,1587236,2014-05-23,M8Y,0.000141,2014-05-23
664,1586276,2014-05-23,M4W,0.0000892,2014-05-23
665,1586997,2014-05-23,M8X,0.00158,2014-05-23
666,1584658,2014-05-23,M4K,0.00287,2014-05-23
667,1587047,2014-05-23,M6S,0.000191,2014-05-23
668,1585709,2014-05-23,M4C,0.00115,2014-05-23
669,1585443,2014-05-23,M4K,0.000193,2014-05-23
670,1587063,2014-05-23,M6K,0.000706,2014-05-23
671,1587265,2014-05-23,M6P,0.00135,2014-05-23
672,1587129,2014-05-23,M6H,0.00130,2014-05-23
673,1587061,2014-05-23,M4W,0.00249,2014-05-23
674,1585617,2014-05-23,M4J,0.000143,2014-05-23
675,1585662,2014-05-23,M4J,0.00293,2014-05-23
676,1587992,2014-05-23,M4C,0.00304,2014-05-23
677,1588664,2014-05-23,M4K,0.00266,2014-05-23
678,1587060,2014-05-23,M9C,0.000111,2014-05-23
679,1589016,2014-05-23,M4L,0.000819,2014-05-23
680,1587883,2014-05-23,M1P,0.000127,2014-05-23
681,1587254,2014-05-23,M4V,0.000866,2014-05-23
682,1586508,2014-05-23,M5R,0.000130,2014-05-23
683,1584770,2014-05-23,M6P,<0.00005,2014-05-23
684,1587280,2014-05-23,M6N,0.00582,2014-05-23
685,1586984,2014-05-23,M6P,0.00153,2014-05-23
686,1587836,2014-05-23,M4L,0.00353,2014-05-23
687,1587847,2014-05-23,M1T,0.000140,2014-05-23
688,1587373,2014-05-23,M5M,0.0128,2014-05-23
689,1587393,2014-05-23,M4V,0.00445,2014-05-23
690,1594067,2014-05-23,M5M,0.0336,2014-05-23
691,1588753,2014-05-23,M4C,0.00278,2014-05-23
692,1585542,2014-05-23,M5N,0.000111,2014-05-23
693,1585547,2014-05-23,M2L,0.000190,2014-05-23
694,1585551,2014-05-23,M4N,0.00329,2014-05-23
695,1586588,2014-05-23,M8V,0.000116,2014-05-23
696,1585565,2014-05-23,M5M,0.00469,2014-05-23
697,1586631,2014-05-23,M6N,0.00237,2014-05-23
698,1588626,2014-05-23,M4C,0.00442,2014-05-23
699,1585581,2014-05-23,M5M,<0.00005,2014-05-23
700,1584861,2014-05-23,M6C,0.000696,2014-05-23
701,1588755,2014-05-23,M4G,0.000164,2014-05-23
702,1590439,2014-05-23,M5M,0.000145,2014-05-23
703,1587168,2014-05-23,M6G,<0.00005,2014-05-23
704,1586655,2014-05-23,M6S,0.00188,2014-05-23
705,1586761,2014-05-23,M4S,0.0000587,2014-05-23
706,1585744,2014-05-23,M2R,0.0000570,2014-05-23
707,1587848,2014-05-23,M4J,0.000127,2014-05-23
708,1585763,2014-05-23,M2K,<0.00005,2014-05-23
709,1588744,2014-05-23,M4J,0.000605,2014-05-23
710,1584963,2014-05-23,M4R,0.00259,2014-05-23
711,1585784,2014-05-23,M5M,<0.00005,2014-05-23
712,1588672,2014-05-23,M4C,0.000138,2014-05-23
713,1587918,2014-05-23,M4B,<0.00005,2014-05-23
714,1585812,2014-05-23,M9A,0.000451,2014-05-23
715,1587799,2014-05-23,M6H,0.000335,2014-05-23
716,1587069,2014-05-23,M6P,0.0000579,2014-05-23
717,1589168,2014-05-23,M4L,0.000895,2014-05-23
718,1585731,2014-05-23,M4N,0.0000791,2014-05-23
719,1587745,2014-05-23,M4V,0.00163,2014-05-23
720,1590172,2014-05-23,M4Y,0.00114,2014-05-23
721,1586778,2014-05-23,M8Y,0.0000844,2014-05-23
722,1585790,2014-05-23,M5M,0.0000537,2014-05-23
723,1588949,2014-05-23,M6P,0.000122,2014-05-23
724,1589174,2014-05-23,M4J,0.000546,2014-05-23
725,1585736,2014-05-23,M2N,0.000190,2014-05-23
726,1595284,2014-05-23,M6C,0.00165,2014-05-23
727,1587977,2014-05-24,M6S,<0.00005,2014-05-24
728,1591034,2014-05-24,M4P,0.0142,2014-05-24
729,1587391,2014-05-24,M6P,0.0000703,2014-05-24
730,1587713,2014-05-24,M6C,0.00360,2014-05-24
731,1587375,2014-05-24,M4J,0.00401,2014-05-24
732,1587403,2014-05-24,M4E,0.000149,2014-05-24
733,1587576,2014-05-24,M5M,0.0000784,2014-05-24
734,1587363,2014-05-24,M4S,0.00118,2014-05-24
735,1587026,2014-05-24,M4J,0.00612,2014-05-24
736,1587692,2014-05-24,M4G,0.00216,2014-05-24
737,1588972,2014-05-24,M4K,0.000103,2014-05-24
738,1587729,2014-05-24,M4R,0.00315,2014-05-24
739,1587650,2014-05-24,M4P,0.00246,2014-05-24
740,1587130,2014-05-24,M6S,0.000271,2014-05-24
741,1587028,2014-05-24,M6P,0.00219,2014-05-24
742,1587067,2014-05-25,M6S,0.00290,2014-05-25
743,1589070,2014-05-25,M5M,0.00377,2014-05-25
744,1588761,2014-05-25,M4B,0.000624,2014-05-25
745,1587649,2014-05-25,M4C,0.000146,2014-05-25
746,1587655,2014-05-25,M4V,0.00405,2014-05-25
747,1587647,2014-05-25,M4N,0.00974,2014-05-25
748,1587051,2014-05-25,M8V,0.000248,2014-05-25
749,1587316,2014-05-25,M6G,0.00201,2014-05-25
750,1587653,2014-05-25,M4V,0.00175,2014-05-25
751,1587022,2014-05-25,M4B,0.00340,2014-05-25
752,1588993,2014-05-25,M4J,0.00145,2014-05-25
753,1588793,2014-05-25,M4C,0.00269,2014-05-25
754,1587049,2014-05-25,M6P,0.615,2014-05-25
755,1587041,2014-05-25,M6R,0.0000977,2014-05-25
756,1587048,2014-05-25,M5R,0.00141,2014-05-25
757,1587620,2014-05-25,M5P,0.00234,2014-05-25
758,1587203,2014-05-25,M6H,0.000939,2014-05-25
759,1585513,2014-05-25,M6R,0.000120,2014-05-25
760,1588963,2014-05-25,M2N,0.000758,2014-05-25
761,1587642,2014-05-25,M4N,0.000266,2014-05-25
762,1587062,2014-05-25,M6S,0.000103,2014-05-25
763,1585630,2014-05-25,M4J,0.00454,2014-05-25
764,1588591,2014-05-25,M4C,0.00212,2014-05-25
765,1587945,2014-05-25,M1N,0.000116,2014-05-25
766,1587646,2014-05-25,M4N,0.0000796,2014-05-25
767,1587788,2014-05-25,M8V,0.000118,2014-05-25
768,1587652,2014-05-25,M5M,0.00697,2014-05-25
769,1589087,2014-05-25,M4S,0.0000695,2014-05-25
770,1589546,2014-05-25,M5M,0.0000606,2014-05-25
771,1589166,2014-05-25,M6J,0.00415,2014-05-25
772,1587087,2014-05-25,M8V,0.000101,2014-05-25
773,1587582,2014-05-25,M4V,0.0000601,2014-05-25
774,1587395,2014-05-25,M1N,0.000117,2014-05-25
775,1587887,2014-05-25,M5M,0.000102,2014-05-25
776,1587851,2014-05-25,M1L,<0.00005,2014-05-25
777,1587399,2014-05-25,M4V,0.0238,2014-05-25
778,1587054,2014-05-25,M5M,<0.00005,2014-05-25
779,1587402,2014-05-25,M8V,0.0000793,2014-05-25
780,1587572,2014-05-25,M4J,0.00306,2014-05-25
781,1587059,2014-05-25,M6E,0.0000902,2014-05-25
782,1587040,2014-05-25,M6P,0.00565,2014-05-25
783,1587027,2014-05-26,M6E,0.00233,2014-05-26
784,1587008,2014-05-26,M4J,0.00151,2014-05-26
785,1587635,2014-05-26,M5R,0.00121,2014-05-26
786,1589175,2014-05-26,M4C,0.00377,2014-05-26
787,1587014,2014-05-26,M6G,0.0000555,2014-05-26
788,1587371,2014-05-26,M4S,0.00343,2014-05-26
789,1587043,2014-05-26,M6N,0.00413,2014-05-26
790,1588964,2014-05-26,M6P,0.000668,2014-05-26
791,1587066,2014-05-26,M9C,0.0000574,2014-05-26
792,1587699,2014-05-26,M4P,0.00675,2014-05-26
793,1587716,2014-05-26,M4S,0.000762,2014-05-26
794,1587710,2014-05-26,M5M,0.00354,2014-05-26
795,1587154,2014-05-26,M6H,0.0000783,2014-05-26
796,1587793,2014-05-26,M6R,0.000141,2014-05-26
797,1587577,2014-05-26,M4M,0.000432,2014-05-26
798,1587359,2014-05-26,M4K,0.000263,2014-05-26
799,1587285,2014-05-26,M5M,0.00301,2014-05-26
800,1587688,2014-05-26,M6E,0.0000708,2014-05-26
801,1587488,2014-05-26,M4N,0.00795,2014-05-26
802,1587926,2014-05-26,M4L,0.000112,2014-05-26
803,1589167,2014-05-26,M4K,0.0000559,2014-05-26
804,1587405,2014-05-26,M4G,0.000101,2014-05-26
805,1587684,2014-05-26,M4E,0.000154,2014-05-26
806,1586681,2014-05-26,M6P,<0.00005,2014-05-26
807,1587656,2014-05-26,M6R,0.00157,2014-05-26
808,1587387,2014-05-26,M5P,0.0000605,2014-05-26
809,1587388,2014-05-26,M6P,0.0000924,2014-05-26
810,1588973,2014-05-26,M1K,0.0000682,2014-05-26
811,1587025,2014-05-26,M8Y,0.0000872,2014-05-26
812,1587401,2014-05-26,M5P,0.000175,2014-05-26
813,1585819,2014-05-26,M6S,<0.00005,2014-05-26
814,1587303,2014-05-26,M5P,0.0000704,2014-05-26
815,1587707,2014-05-26,M3M,0.000136,2014-05-26
816,1587397,2014-05-26,M6N,0.00258,2014-05-26
817,1587580,2014-05-26,M6R,0.0000894,2014-05-26
818,1588974,2014-05-26,M6G,0.000816,2014-05-26
819,1587372,2014-05-26,M6H,0.000700,2014-05-26
820,1587053,2014-05-26,M5T,<0.00005,2014-05-26
821,1589473,2014-05-26,M4K,0.00454,2014-05-26
822,1587619,2014-05-26,M4N,0.0000599,2014-05-26
823,1588965,2014-05-26,M4K,0.000169,2014-05-26
824,1587982,2014-05-26,M8V,0.0000709,2014-05-26
825,1588751,2014-05-26,M4J,0.00444,2014-05-26
826,1588631,2014-05-26,M6G,<0.00005,2014-05-26
827,1588682,2014-05-26,M1N,0.00226,2014-05-26
828,1587072,2014-05-26,M9M,0.0000877,2014-05-26
829,1587023,2014-05-26,M6S,0.000985,2014-05-26
830,1587573,2014-05-26,M4P,0.000103,2014-05-26
831,1587920,2014-05-26,M4K,0.00558,2014-05-26
832,1587195,2014-05-26,M8X,0.000121,2014-05-26
833,1587859,2014-05-26,M1L,<0.00005,2014-05-26
834,1587045,2014-05-26,M6J,0.000107,2014-05-26
835,1588775,2014-05-26,M4L,0.000207,2014-05-26
836,1586531,2014-05-26,M9N,<0.00005,2014-05-26
837,1587502,2014-05-26,M4J,0.000220,2014-05-26
838,1587407,2014-05-26,M5N,0.000186,2014-05-26
839,1587400,2014-05-26,M6C,0.000184,2014-05-26
840,1587056,2014-05-26,M8X,0.000112,2014-05-26
841,1587784,2014-05-26,M9B,0.0000575,2014-05-26
842,1587648,2014-05-26,M2N,0.000381,2014-05-26
843,1588675,2014-05-26,M4M,0.00142,2014-05-26
844,1587925,2014-05-26,M6G,0.00465,2014-05-26
845,1585511,2014-05-26,M9A,0.000144,2014-05-26
846,1587947,2014-05-26,M6P,0.000211,2014-05-26
847,1587658,2014-05-26,M4G,0.00280,2014-05-26
848,1587991,2014-05-26,M4J,0.0102,2014-05-26
849,1587919,2014-05-26,M6G,0.000351,2014-05-26
850,1587931,2014-05-26,M6R,0.00311,2014-05-26
851,1589170,2014-05-26,M1N,0.000254,2014-05-26
852,1587386,2014-05-26,M4P,0.00308,2014-05-26
853,1587396,2014-05-26,M6K,0.000415,2014-05-26
854,1587719,2014-05-26,M5N,0.00885,2014-05-26
855,1587011,2014-05-26,M6J,0.000164,2014-05-26
856,1587042,2014-05-26,M6S,0.00746,2014-05-26
857,1589968,2014-05-26,M4J,0.00216,2014-05-26
858,1587073,2014-05-26,M6S,0.000374,2014-05-26
859,1596880,2014-05-26,M6K,0.00566,2014-05-26
860,1588984,2014-05-26,M5M,0.00931,2014-05-26
861,1587753,2014-05-26,M5N,0.0000958,2014-05-26
862,1587024,2014-05-26,M6S,0.0000898,2014-05-26
863,1587752,2014-05-26,M1N,0.00390,2014-05-26
864,1587760,2014-05-26,M8Y,<0.00005,2014-05-26
865,1587070,2014-05-26,M9A,<0.00005,2014-05-26
866,1587398,2014-05-26,M6P,0.00162,2014-05-26
867,1587934,2014-05-26,M9A,0.00226,2014-05-26
868,1587496,2014-05-26,M4J,0.0000860,2014-05-26
869,1587408,2014-05-26,M4N,0.000103,2014-05-26
870,1589504,2014-05-26,M4C,0.00388,2014-05-26
871,1585719,2014-05-26,M2M,0.000648,2014-05-26
872,1587297,2014-05-26,M6J,0.0000942,2014-05-26
873,1587695,2014-05-26,M6R,0.00324,2014-05-26
874,1590619,2014-05-26,M6E,0.000328,2014-05-26
875,1587015,2014-05-26,M5S,0.000138,2014-05-26
876,1587922,2014-05-26,M6G,<0.00005,2014-05-26
877,1589172,2014-05-26,M6N,0.000115,2014-05-26
878,1588683,2014-05-26,M4G,0.00452,2014-05-26
879,1589453,2014-05-26,M6R,0.000167,2014-05-26
880,1587983,2014-05-26,M6P,0.000310,2014-05-26
881,1589516,2014-05-26,M4J,0.00237,2014-05-26
882,1587765,2014-05-26,M5S,0.000831,2014-05-26
883,1589134,2014-05-26,M6G,0.00282,2014-05-26
884,1589371,2014-05-26,M4C,0.00333,2014-05-26
885,1587384,2014-05-26,M5A,0.00496,2014-05-26
886,1589135,2014-05-26,M4E,<0.00005,2014-05-26
887,1588767,2014-05-26,M4K,0.00360,2014-05-26
888,1589079,2014-05-26,M4K,0.000140,2014-05-26
889,1587928,2014-05-26,M6R,0.00163,2014-05-26
890,1589524,2014-05-26,M1K,0.000230,2014-05-26
891,1588759,2014-05-26,M6M,0.000997,2014-05-26
892,1589709,2014-05-26,M4J,0.00416,2014-05-26
893,1587643,2014-05-26,M4N,0.0000589,2014-05-26
894,1587704,2014-05-26,M4J,0.00354,2014-05-26
895,1589006,2014-05-26,M5M,0.000348,2014-05-26
896,1588625,2014-05-26,M6S,<0.00005,2014-05-26
897,1587406,2014-05-26,M6N,0.00672,2014-05-26
898,1589078,2014-05-26,M4Y,0.0000680,2014-05-26
899,1588757,2014-05-26,M6H,0.000771,2014-05-26
900,1587360,2014-05-26,M5R,0.0000897,2014-05-26
901,1587574,2014-05-26,M4J,0.000397,2014-05-26
902,1589092,2014-05-26,M6J,0.00180,2014-05-26
903,1587979,2014-05-26,M8X,0.000106,2014-05-26
904,1587917,2014-05-26,M8V,<0.00005,2014-05-26
905,1589513,2014-05-26,M4L,0.00136,2014-05-26
906,1587929,2014-05-26,M6R,0.00148,2014-05-26
907,1587194,2014-05-26,M9M,0.000188,2014-05-26
908,1589919,2014-05-26,M4S,0.00305,2014-05-26
909,1589076,2014-05-26,M4T,0.000181,2014-05-26
910,1587932,2014-05-27,M6N,0.000215,2014-05-27
911,1587948,2014-05-27,M6S,0.000202,2014-05-27
912,1587358,2014-05-27,M4G,0.00619,2014-05-27
913,1587390,2014-05-27,M4G,0.00560,2014-05-27
914,1587732,2014-05-27,M2K,0.000193,2014-05-27
915,1590450,2014-05-27,M6S,0.000200,2014-05-27
916,1587536,2014-05-27,M6R,0.000248,2014-05-27
917,1587392,2014-05-27,M5A,0.00711,2014-05-27
918,1589435,2014-05-27,M6H,0.00542,2014-05-27
919,1587394,2014-05-27,M4E,0.00196,2014-05-27
920,1587376,2014-05-27,M4N,0.00399,2014-05-27
921,1587640,2014-05-27,M5M,0.000365,2014-05-27
922,1589944,2014-05-27,M4L,0.0248,2014-05-27
923,1591206,2014-05-27,M4J,0.000106,2014-05-27
924,1587404,2014-05-27,M5M,0.00243,2014-05-27
925,1589014,2014-05-27,M6H,0.000578,2014-05-27
926,1587723,2014-05-27,M5M,0.00413,2014-05-27
927,1587727,2014-05-27,M5M,0.000504,2014-05-27
928,1587681,2014-05-27,M4M,0.0110,2014-05-27
929,1589487,2014-05-27,M6P,0.00113,2014-05-27
930,1589169,2014-05-27,M4K,<0.00005,2014-05-27
931,1587987,2014-05-27,M6P,<0.00005,2014-05-27
932,1587636,2014-05-27,M4R,0.000342,2014-05-27
933,1589489,2014-05-27,M3A,0.000487,2014-05-27
934,1588825,2014-05-27,M6G,0.000664,2014-05-27
935,1589507,2014-05-27,M4C,0.00299,2014-05-27
936,1587353,2014-05-27,M5S,<0.00005,2014-05-27
937,1587935,2014-05-27,M6E,0.00206,2014-05-27
938,1587946,2014-05-27,M6R,0.000174,2014-05-27
939,1590146,2014-05-27,M6S,0.00267,2014-05-27
940,1587046,2014-05-27,M4J,0.00149,2014-05-27
941,1587357,2014-05-27,M4K,0.00106,2014-05-27
942,1587644,2014-05-27,M4R,0.000139,2014-05-27
943,1587503,2014-05-27,M4C,0.00211,2014-05-27
944,1589964,2014-05-27,M4L,0.0000991,2014-05-27
945,1587984,2014-05-27,M6P,0.0000717,2014-05-27
946,1587909,2014-05-27,M4C,0.000286,2014-05-27
947,1587927,2014-05-27,M8V,0.0000708,2014-05-27
948,1589710,2014-05-27,M4L,<0.00005,2014-05-27
949,1587487,2014-05-27,M4J,0.00601,2014-05-27
950,1589943,2014-05-27,M4J,0.00216,2014-05-27
951,1591503,2014-05-27,M6P,0.0000532,2014-05-27
952,1587990,2014-05-27,M6S,0.00249,2014-05-27
